0.363077 0.525610
-1.111529 -0.955340
-1.055210 1.023922
0.842972 0.662076
-1.554337 0.979439
0.453103 -0.220364
-0.237004 -0.290424
-1.184029 0.372675
0.194354 0.735756
-1.086861 -1.037558
-1.038209 1.136140
0.778187 0.487607
-1.490979 0.168424
1.034262 0.675878
-1.513262 1.744385
-0.420980 -1.192927
-0.508153 2.364358
-1.742527 1.168494
-0.450165 -1.328652
-0.502217 2.224199
-1.704979 0.400955
0.423752 -0.362086
-0.050239 -0.005182
0.361327 0.593868
-1.200254 -0.894198
-1.016435 0.476057
-0.095497 0.383188
0.262149 0.197709
-0.364495 -0.548906
-0.946840 2.367656
-1.384123 -1.211817
-0.030434 0.604414
-0.254517 -0.516008
-1.125460 1.979582
-0.469354 -1.111851
-0.549799 2.349979
-1.734167 0.765689
0.010113 -0.803535
-1.194426 1.808358
-0.129778 -0.729777
-1.048689 2.276156
-1.115793 -1.466584
-0.994098 0.783495
0.706360 1.005354
-1.575898 1.724813
-0.561596 -1.365397
-0.579813 2.044431
-1.453533 -0.918494
0.582449 1.204188
-1.578808 2.044800
-1.066662 -1.662850
-0.966200 0.846738
0.768180 0.947005
-1.565385 1.719435
-0.522338 -1.321799
-0.551846 2.129959
-1.593946 -0.431087
1.076736 0.463374
-1.514280 1.301956
0.205561 -0.455749
0.027247 0.295549
0.089884 -0.009534
0.274403 0.347804
-0.640980 -0.843296
-0.712129 2.261274
-1.537067 -0.746808
1.059071 1.029004
-1.387898 2.801877
-1.756708 -0.053649
0.468606 -0.382989
-0.116561 -0.087723
0.063700 0.408198
-0.179569 -0.382042
-1.212378 0.516067
0.628475 1.083132
-1.588111 1.746716
-0.632084 -1.436857
-0.638068 1.899562
-1.097663 -1.334014
-1.011485 0.954332
0.836431 0.790829
-1.561378 1.399929
-0.048742 -0.775564
-1.130540 2.065560
-0.639175 -1.283552
-0.643749 2.006040
-1.277475 -1.232468
-0.758133 0.128497
-1.145493 0.454196
0.242359 0.776522
-1.238486 -0.911578
-0.936307 0.253734
-0.899584 -0.044139
-1.162862 1.010473
0.869948 0.597439
-1.544084 0.863903
0.585599 -0.090282
-0.678456 -0.743243
-0.767228 2.240132
-1.431981 -1.049944
0.387898 1.051998
-1.606164 0.576329
0.641164 -0.091755
-0.783391 -0.790797
-0.823982 2.068427
-1.037055 -1.399109
-0.981246 1.162068
0.735534 0.449700
-1.449922 -0.092893
0.919781 1.140077
-1.430317 2.753298
-1.739690 -0.225646
0.613101 -0.264465
-0.521739 -0.575227
-0.826303 2.402644
-1.569145 -0.695122
1.108696 0.759639
-1.455581 2.264937
-1.169356 -1.598504
-0.927279 0.444681
-0.346065 0.111950
-0.222086 0.147800
0.357507 0.673635
-1.293186 -0.780885
-0.705434 0.061468
-1.184842 0.734292
0.847906 0.996644
-1.523929 2.135579
-1.081882 -1.640822
-0.969859 0.803927
0.722373 0.987659
-1.573592 1.714818
-0.539254 -1.342412
-0.563310 2.091408
-1.537879 -0.664553
1.064165 0.992489
-1.400670 2.724714
-1.704958 -0.424702
0.809181 -0.098738
-1.053651 -0.745512
-1.057151 1.311882
0.613664 0.226257
-1.128883 -0.822586
-1.070921 0.918345
0.855254 0.831734
-1.553789 1.606316
-0.317202 -1.091671
-0.518398 2.565856
-1.714665 2.249693
-1.645562 -0.932132
1.071071 0.233446
-1.486023 0.650561
0.866207 0.243176
-1.399005 -0.164700
0.597701 1.151813
-1.585565 1.899706
-0.861497 -1.604009
-0.846104 1.452328
0.235423 -0.144908
0.127743 0.172540
0.013562 -0.078895
0.329174 0.548788
-1.081111 -0.982698
-1.041522 1.176646
0.747000 0.425783
-1.441322 -0.118355
0.872116 1.179718
-1.440776 2.755456
-1.745971 -0.189714
0.573337 -0.297937
-0.403280 -0.453154
-1.016525 2.215323
-1.033710 -1.460922
-0.975502 1.130613
0.757880 0.497959
-1.488132 0.125273
1.037052 0.737228
-1.501415 1.936252
-0.706950 -1.466817
-0.704192 1.783168
-0.705307 -1.211479
-0.701416 1.970927
-1.094057 -1.355646
-1.008382 0.957830
0.835526 0.785181
-1.561683 1.377733
-0.020193 -0.741792
-1.213806 1.668164
0.108099 -0.440154
-0.213100 0.086119
0.242216 0.592811
-0.967464 -1.030198
-0.951187 1.590856
0.130279 -0.316200
0.156502 0.423570
-0.462426 -0.705334
-0.738841 2.490522
-1.716281 0.238322
0.481568 -0.325349
-0.188590 -0.199241
-0.760673 -0.233207
-1.074588 1.803944
-0.153288 -0.718997
-1.022983 2.326312
-1.231975 -1.408101
-0.865062 0.249014
-0.963855 0.001222
-1.139196 0.644900
0.660565 1.064350
-1.580942 1.788005
-0.674291 -1.470838
-0.675690 1.820830
-0.852416 -1.300150
-0.832205 1.695044
-0.244859 -0.757135
-0.836734 2.570459
-1.711755 0.094435
0.579204 -0.247352
-0.471920 -0.535832
-0.877972 2.393991
-1.501432 -0.935557
0.909707 1.263257
-1.373368 3.056702
-1.832665 1.404678
-1.155763 -1.776219
-0.884469 0.397042
-0.543154 -0.046692
-1.209054 0.859759
0.911760 0.769115
-1.543901 1.590805
-0.266235 -1.027899
-0.564572 2.649467
-1.709243 2.394713
-1.747536 -0.424566
0.649785 -0.259824
-0.600621 -0.638855
-0.784897 2.346979
-1.550213 -0.740581
1.087615 0.927203
-1.411217 2.629620
-1.621728 -0.826643
1.099109 0.384502
-1.507910 1.189604
0.353363 -0.292252
0.026478 0.077837
0.316746 0.380539
-0.796648 -0.941155
-0.804839 1.992668
-0.922322 -1.370103
-0.895213 1.510749
